sentence,gpt_labels,warning,log
"Maer kan ik nu alhier met eren wel verswijgen, Deenen hier met hunne oszen krijgen, Waer toe alhier een plaetz en eene ruyme stal Bequaemlijk is bereyd op onse breedste wal?","[(69, 74, 'animals')]",False,
"Gy schenkt het Manna van den hemel af gevloten Door 't heylich woord dat op ons neder wert gegoten Met stromen, en gy doet door't bidden Son, en Maan, Mee aan den hemel van het herte stille staan, Dat's in verwond'ring om het luystrend oor te strelen, Wanneer g'op Davids toon soo minnelijk gaat quelen De Lofgesangen van het groot en opper All, Gy weydt op Gilead U vee in't Lely dal: O!","[(376, 380, 'plants'), (367, 370, 'animals')]",False,
"Het meest krijgen de paarden haver en deze volop, zoo ook klaver en stroo, door elkander gehakt, eene zeer geurige en aangename voedering.","[(29, 34, 'plants'), (58, 64, 'plants'), (68, 73, 'plants'), (21, 28, 'animals')]",False,
"Doch zy hadden toen nog geen herts genoeg, om Don Jan dus geweldiglyk aan te vallen.",[],False,
"De letteroefeningen zijn voor alle hare beoefenaars, gelijk zij voor wiselius geweest en nog zijn, de geliefdste, de edelste uitspanningen, die in alle omstandigheden ons bijblijven, tot de beste brieven van aanbeveling verstrekken, den ouderdom en tegenspoed verkwikken, en aan een volgend geslacht (zoo wij hopen nog iets beter verlicht) iets meerder en edeler kunnen overbrengen, dan een' welklinkenden familienaam, of een', het zij dan ouden of wel nieuwen, altijd aan worm en weder onderhevigen, kostbaren brief van adeldom.","[(473, 477, 'animals')]",False,
"De jager was nu tot den hongerdood veroordeeld; toch gaf hij zich niet ten onder en van landjager werd hij alsdan zeejager, en volgde daarin het voorbeeld reeds door eenigen gegeven.",[],False,
"Voor den beminnaar van schoone natuurtooneelen is het welligt verkieslijker, den omtrek van Waterloo te bezigtigen, wanneer de oogst nog niet is ingezameld, en het te veld staande koren, op een ongelijk, heuvelachtig terrein, de be-koorlijkste gezigten en verschieten moet opleveren.","[(180, 185, 'plants')]",False,
In het gras Bij den plas Waar het vischjen in springt.,"[(7, 11, 'plants'), (34, 42, 'animals')]",False,
"Zij wilde hunne handen niet loslaten, zij drukte die nog stervende en de boerin, een vrouw als een boom, weende als een kind.","[(99, 103, 'plants')]",False,
"Later, zoo lees ik verder, zou zij hare Clara, welke nu onder het beheer van twee oude totebellen, twee snuifneuzen zit, wel hervormen, haar geest versieren met de denkbeelden eener nieuwere en wijzere wereld, welke haar echtgenoot nooit was binnengetreden - hij, die integendeel, op het tijdstip der geestes-ontwikkeling, in de verouderde wereld der gevleugelde engeltjes, Sinter-Klaas-schoentjes en andere wonderen was teruggevallen.",[],False,
"Het leven is de betrekking, waarin het planten- of het dierlijk ligchaam met de omringende natuur staat.",[],False,
"Ja, weten wij, waar-om de slaapbol onze hersenen verdooft, de kinastof onze koorts bedwingt, en het doodelijke rattenkruid ons aanzijn verdelgt?","[(26, 34, 'plants'), (62, 70, 'plants'), (111, 122, 'plants')]",False,
"Wij vereeren de ernstige en godsdienstige gevoelens van den Heer abbring, en wenschen hartelijk, dat men overal, bij gepensioneerde en niet gepensioneerde Officieren niet alleen, maar ook in andere standen, hetzij al, hetzij niet behoorende tot de Ridders der Orde van den Nederlandschen Leeuw, de gedachten des doods aanwende tot Christelijke vertroosting en besturing.","[(273, 293, 'animals')]",False,
"Dese beesten worden veel in Asia, Grieckenlandt en Aegypten, &c. gevonden.","[(5, 12, 'animals')]",False,
"De medegebragte kat nu rigtte onder deze onbevreesde muizen zulk eene groote slagting aan, dat de Neger-koning aldaar besloot, het onbekende dier, dat hun eene weldadige Godheid toescheen, voor eene groote som gouds te koopen.","[(16, 19, 'animals'), (53, 59, 'animals')]",False,
Theophelos dat ghy Reght grondelijck verstont de knagingh die ick ly 'k Weet dat medoghen zoud' ontschuldighen mijn klaghen.,[],False,
Ik hoorde ze hun loflied zingen bij het graf van onzen Zaligmaker; ik hoorde ze jubelen onder 't lommer der ceders van den Libanon en aan de oevers van de Jordaan.,[],True,Multiple occurrences of 'ze' (animals)
"in de eerste morgenuren, Eer de Zon was opgegaan, Vlocht ze dien van wingerdblaân Slingrend langs de witte muren; En hij noodt de Gasten thans In den frisschen groenen krans.","[(69, 81, 'plants')]",False,
"Terwijl op die wijze de levende wezens uit een chemisch oogpunt op hun omgeving influenceeren, de samenstelling daarvan wijzigend, werken zij ook mechanisch op die omgeving, zij brengen mechanische veranderingen te weeg.","[(24, 38, 'animals')]",False,
- Let alverder op den trots dezer mier aan de regterhand.,"[(34, 38, 'animals')]",False,
"Conijnen lopen in en uyt haer holen, En spelen met vermaken in 't rulle zant, de nimphjes ziet men door de Bossen dolen, Tot haer pleyzier ieder met een Galant, en ondertussen, Malkander kussen, Zeer vrolijk ende blij, Planten de groene Mey.","[(0, 8, 'animals')]",False,
"De wijl de soete Min, mijn Minnent hertje drijft, Dat het niet langer in zijn soete smerte blijft, Soo bidt ick, neer geknielt, uytmund' Herderinne, Dat ghy eens proeve thoont van ongeveynsde Minne, 't Schijnt met mijn stoute eys of ick de Goden tergh, Dat ick u, Philida, om mijn te Minne vergh; Moght Cloris dat geluck van Philida geschien, Dat Cloris waerdich waer u gunst tot hem te sien: Moght Cloris, goede Goon, dat luckich luck genieten, De Bergen, Bomen, ja de Cristalijne vlieten Van frische Beecken, en van suyvere water bron, Ia alles wat in 't Wout vermakingh geven kon: Dat soud' om Cloris luck, geluckelijck verblyen, De Vogeltjes in 't bosch: de bloempjes, daer de byen Haer soetheyt suygen uyt de dichte lom're blaen: Waer roos: waer Vyolet gemarmert onder staen: Dat al te samen, soud' in dubble vreucht geraecken, En over Cloris luck, een blyde lofsangh maecken.","[(457, 462, 'plants'), (662, 671, 'plants'), (740, 744, 'plants'), (751, 757, 'plants'), (636, 645, 'animals'), (681, 685, 'animals')]",False,
"De dienstmeid ging 's avonds, zoo als zij meestal deed, zonder lantaarn in den donkeren stal, om hooi voor het vee af te werpen.","[(97, 101, 'plants'), (111, 114, 'animals')]",False,
"Kapitein beaufort, schrijver van een belangrijk werk over Caramanië, verhaalde mij, dat hij, in 1811 te Smirna zijnde, gelegenheid had gehad, om de ruimte, die een van het zuiden naar het noorden trekkend heer van sprinkhanen besloeg, ten naastenbij te kunnen berekenen.","[(214, 225, 'animals')]",False,
"Doch ondertusschen was het oude Engeland ontwaakt, en 't vurige ros, bereden door Lord Palmerston, liet den huishoudelijken, gemoedelijken, vredelievenden Bright verre achter zich.","[(64, 67, 'animals')]",False,
"Godt geleerde Dit heeft de Heer gedaen, vaet te recht mijn beduyt, Om tot groter geluyt sijn naem daer door te maken, En stelden terstondt in die, die nu noch voort spruyt, Als een aengenaem kruyt, nodig om by te waken.","[(191, 196, 'plants')]",False,
"Ten slotte sta hier nog, tot staal, een van de sprookjes mede te deelen, zoo als de ouden van jaren ze den kinderen des avonds plegen te verhalen: Een Koning verlangde eens, dat een groot werk zou worden ten uitvoer gebragt, en liet daartoe alle dieren bijeenroepen.","[(246, 252, 'animals')]",False,
"Daer groyen oock appel ende peer boomen van diuersche soorten soo wel die verplant sijn, als wten saede vanden appelen ende peeren voortcomende: onder dewelcke datter sommighe seer excellent sijn die int herte vande winter (ghelijck den olijf boom die nerghens Noortwaerts en is wassende) rijpe vruchten hebben: Insghelijcks die wilde appelen sijn van sulker naturen, datse niet eer rijpe en worden dan in December: ende dese hebben eenen wijnachtighen smake, soo datmen daer wt persset dranck, diemen most heet.",[],True,Multiple occurrences of 'appel' (plants); Multiple occurrences of 'peer' (plants)
"Het is dan ook bijna als door een wonder, dat men het levend heeft kunnen vangen en naar Parijs overbrengen, waar het beter verzorgd wordt dan het zelf zou kunnen doen in de meest bevolkte moerassen van geheel Zuid-Amerika.",[],False,
"willem paste sedert dien lijd wel op, dat hij aan zijne bloemen niet meer water gaf, dan goed voor haar was.","[(56, 63, 'plants')]",False,
Wie heeft oit eenen leeuw sien met een esel stryden?,"[(20, 25, 'animals'), (39, 43, 'animals')]",False,
"Hij droeg toen veel zorg voor de verdediging der stad, doch voor dit alles erlangde hij ter belooning bedreiging van plundering zijner bezittingen, bij den oploop van het graauw, over het bewaren der stads sleutels, laster van geheime vijanden en vinnige schempschriften en eindelijk afzetting van wege den stad houder van zijne burgermeesterlijke waardigheid en zijn raadsplaats.",[],False,
Wespen.,"[(0, 6, 'animals')]",False,
"Frosch, borst niet Brust, traan met Zähre, Eng. tear; vrede met Goth.","[(0, 6, 'animals')]",False,
"- t'Zamen wonen Luipaerd, Wolf, en Geit, en Lam: - Nu verkeeren Japhets Zonen, Met het Kroost van Abraham.","[(16, 24, 'animals'), (26, 30, 'animals'), (35, 39, 'animals'), (44, 47, 'animals')]",False,
"‘Wat geeft gij aan den eerlijken vinder?’ riep hij haar toe eer hij het elzenboschje intrad, doch ging voort zonder haar antwoord af te wachten.","[(72, 84, 'plants')]",False,
"Achter de woonkamer was een stal, waarin eene geit stond.","[(46, 50, 'animals')]",False,
"Aan den anderen kant was een holle Rots; onder dit beschutzel stookten wy den Rhodondendron, het eenig Houtgewas, 't welk op deeze hoogte groeit: dit vuur diende om ons eeten te warmen, en ons van de strenge avondkoude te bevryden.","[(78, 91, 'plants')]",False,
"hy besluit, in tyd van vrede, vierduizend Paarden op de grenzen te onderhouden.","[(42, 49, 'animals')]",False,
Geen Raapzaad werd gezien dat niet bloeide.,"[(5, 13, 'plants')]",False,
"Neemt dan de andere helft van de kop, en snyd ze aan stukjes als poulet: Neemt een halve pint sop van de kop, en doet dat te zamen in een bekken, met 3 Ansjovissen, wat kappers, wat fyn gekurvene petercelie en een Chalot, wel fyn door een gekapt, en doet 'er wat gestoote peper en Notemuscaat in.","[(196, 206, 'plants'), (214, 220, 'plants'), (169, 176, 'plants'), (152, 163, 'animals')]",False,
"Dat verdroot Don Louis weldra, zoodat hij een paar malen, onder het geven van een niet harden klap op den hals, hem lagchend toevoegde: ‘paardje lief, gij hebt een moeijelijken draf, loop wat zachter en knijp mij zoo niet.","[(137, 144, 'animals')]",False,
"o lieve Pauwtje, welk een fyne trek speelt u hier uwe Eigenliefde!","[(8, 15, 'animals')]",False,
Den Melkkop kent men bij Rotterdam.,"[(4, 11, 'animals')]",False,
"Hebben niet wijzelf onwillekeurig, toen wij beproefden het beeld van den hollandschen graaf Dirk III te schetsen, een historischen Reinaert geteekend?","[(131, 139, 'animals')]",False,
"Nu, zoo had hij gezeid, hij zou eens even gaan zien en met een paar rapierstrepen die ‘Schweinhunden’ wel tot bedaren brengen, en, de handen in de broekzakken bergend, den hoed met hanenveêren op een oor gezet, ging de zorgelooze kolonel, een liedje neuriënd, op den Swerten Arquebusier af.","[(181, 192, 'animals')]",False,
"Soo haer de plaetse wierdt ontseyt, Heeft sy met Ioseph aen-ghepleyt, Tot dat sy binnen 'tstalke quam; Alwaer sy baerde, alwaer sy baerde, Alwaer sy baerde Godes Lam.","[(162, 165, 'animals')]",False,
hadde cats maar liever eene tweede vrouw gene-men!,"[(6, 10, 'animals')]",False,
"Wij hopen den Schrijver van de Alpenrozen dan nog wel eens nader hier te ontmoeten: zijne pen beschrijft zoo waar, zoo bevallig, zoo levendig en boeijend, dat stift of penseel op steen of doek in juistheid van teekening, in kleur en effect er soms bij moet achter staan.","[(31, 41, 'plants')]",False,
"Het vermogen der spraake, waar mede wy boven de Dieren beschonken zyn, is ons van den uitersten dienst om onze gedagten aan elkanderen mede te deelen.","[(48, 54, 'animals')]",False,
Schot en ook Starrenberg: Die schooten even erg: Ook wakker op de Fransen: Hugo Schaap en Schrijver ook; zagme mee aen alle kanten; Wakker in Vlam Rook.,"[(80, 86, 'animals')]",False,
"Zoo lezen we op pag. 43 en 119: anborstige menschen oft die cort van borste zijn; op pag. 448: de anborstige oft die eng van borste zijn; op pag. 1328 anborstig ende cort van adem; op pag 101: aenborsticheytanborsticheyt oft cortheyt des adems; op pag. 222: cortheyt van aessem ende amborsticheyt; op pag 129: Dit cruydt is goed voor de amborsticheyt oft degene die heuren adem niet wel verhalen en connen; pag. 405, 480, 483, 493, 501 enz. enz. enz. engborstigheyt; 443 enz. enz. enz. engborstig; 510 enz. enz. enz. corticheyt of engicheyt op (of van) de borst.","[(314, 320, 'plants')]",False,
"Geen vliegende draak, geen basiliscus.","[(5, 20, 'animals'), (27, 37, 'animals')]",False,
"DEn mensch die weynigh verschilt van de Enghelen gelijck David betuyght daer hy seght: Ghy hebt hem weynigh minder gemaeckt van de Engelen, gy hebt hem gecroont met eer en glorie, alleen dat gy geenen Engel en is, dat wordt hem belet, om dat hy aen-gehecht is aen sijn beestelijck lichaem; die door het Geloof de maght hebben om kinderen Godts te worden: dan alsoo het gheloof uyt 't ghehoor moet komen, soo hebbender veel hunne weerdigheydt verbastaert en zijn kinderen des duyvels geworden, om dat zy hunne ziel van honger laeten sterven, en van Godt soo vervremt worden, dat zy de walgh stekende van het Hemels Manna, ick segh van het Woordt Godts, zy sich met beestenspijs genoegen, om als eene beest met de beesten te leven, en daer naer als duyvels te sterven: Want die uyt Godt is, die hoort de woorden Godts, daer om en hoort gy-lieden die niet, om dat gy-lieden uyt Godt niet en zijt: Uyt wie dan?",[],True,Multiple occurrences of 'beest' (animals); Multiple occurrences of 'beesten' (animals)
"Nog in een ander opzicht is er groot verschil volgens Leibnitz tusschen de ziel van een dier en den geest van een mensch, Beiden zijn eeuwige, onvernietigbare wezens, die te midden van alle veranderingen steeds met zich zelve identisch blijven.","[(88, 92, 'animals')]",False,
Benje daar’ zeyze vaâr?,[],False,
"Moar noe deze zoen van joe ekommen is, die joe goed mit hoeren deur ebrocht het, noeng het joe voor hum 't emeste kalf eslacht.","[(114, 118, 'animals')]",False,
"En van dit uitnemendste der uitnemende broederparen, ziet gij hier de afbeelding; en het gelaat, dat u zoo bijzonder treft, is dat van den voortreffelijksten, is dat van Jacob Grimm.",[],False,
"Wel is ‘t te klaghen // jae ‘t In dese daghen // quaet, ‘t Menichvuldigh verleyden, Sorghe te draghen // staet, Der Slanghen laghen // raet, End’ schalckheyt te onderscheyden.","[(116, 124, 'animals')]",False,
"Ook van eene inlandsche brug die van Drotningholm, is hier het Model: bij deeze worden de heide enden voor de doorvaart niet opgehaald, naar door inwendig raderwerk naar binnen geschooven.","[(90, 95, 'plants')]",False,
"Ruichaver, die in huis een wijkplaats had gezocht, werd aldaar ontdekt, door iemand welke hem kende en hem een doodelijken haat toedroeg, en vervolgens in koelen bloede doorstoken.",[],True,"Exception: Failed to parse Plants_and_animals from completion {""plants"": [], ""animals"": ['Ruichaver']}. Got: Expecting value: line 1 column 28 (char 27)"
"Immers, wanneer men naar de buitenzijde zag, weidde het oog over de uitgestrekte heide, met paersche bloemen overdekt en waarboven die dunne waassem golfde, die zich altijd bij heeten zonneschijn vertoont.","[(81, 86, 'plants'), (101, 108, 'plants')]",False,
"Uit het top van de steel komen de bloemen te gelyk, staande yder egter op zyn eigen steeltjen, riekende als de rype pruimen, paars ofte violet van verf, veel kleinder en smalbladiger dan de vorige kleine Lisch; geeft geen hairagtige frangie.","[(34, 41, 'plants'), (116, 123, 'plants'), (197, 209, 'plants')]",False,
